scientific_name,mass_g
Asthenes flammulata,22.5
Asthenes fuliginosa,18.3
Asthenes griseomurina,17.6
Asthenes harterti,12.9
Asthenes helleri,15.3
Asthenes heterura,13.5
Asthenes hudsoni,19.0
Asthenes humilis,21.0
Asthenes luizae,28.0
Asthenes maculicauda,19.0
Asthenes modesta,16.8
Asthenes moreirae,10.5
Asthenes ottonis,13.0
Asthenes palpebralis,17.0
Asthenes perijana,18.3
Asthenes pudibunda,14.9
Asthenes pyrrholeuca,13.2
Asthenes sclateri,15.2
Asthenes urubambensis,16.0
Asthenes vilcabambae,20.2
Asthenes virgata,22.0
Asthenes wyatti,15.2
Astrapia mayeri,139.3
Astrapia nigra,190.0
Astrapia rothschildi,181.4
Astrapia splendidissima,131.3
Astrapia stephaniae,141.8
Atalotriccus pilaris,6.8
Atelornis crossleyi,79.0
Atelornis pittoides,91.5
Athene blewitti,241.0
Athene brama,112.0
Athene cunicularia,150.6
Athene noctua,168.9
Athene superciliaris,231.0
Atimastillas flavicollis,48.7
Atlantisia rogersi,39.3
Atlapetes albiceps,37.0
Atlapetes albinucha,33.8
Atlapetes albofrenatus,30.0
Atlapetes blancae,28.0
Atlapetes canigenis,26.6
Atlapetes citrinellus,28.0
Atlapetes flaviceps,33.7
Atlapetes forbesi,32.2
Atlapetes fulviceps,28.2
Atlapetes fuscoolivaceus,32.5
Atlapetes latinuchus,23.6
Atlapetes leucopis,43.0
Atlapetes leucopterus,20.8
Atlapetes luteoviridis,30.0
Atlapetes melanocephalus,25.0
Atlapetes melanolaemus,28.9
Atlapetes melanopsis,29.6
Atlapetes nationi,41.6
Atlapetes pallidiceps,27.5
Atlapetes pallidinucha,34.6
Atlapetes personatus,32.7
Atlapetes pileatus,24.0
Atlapetes rufigenis,32.2
Atlapetes rufinucha,21.5
Atlapetes schistaceus,28.0
Atlapetes seebohmi,29.5
Atlapetes semirufus,30.7
Atlapetes terborghi,27.8
Atlapetes tibialis,30.0
Atlapetes tricolor,36.5
Atrichornis clamosus,42.2
Atrichornis rufescens,24.0
Atronanus fuliginosus,9.8
Attagis gayi,311.0
Attagis malouinus,340.0
Atticora fasciata,13.0
Atticora pileata,12.2
Atticora tibialis,10.6
Attila bolivianus,39.5
Attila cinnamomeus,38.8
Attila citriniventris,33.7
Attila phoenicurus,32.3
Attila rufus,42.6
Attila spadiceus,39.1
Attila torridus,46.0
Augastes lumachella,4.0
Augastes scutatus,3.0
Aulacorhynchus albivitta,195.0
Aulacorhynchus coeruleicinctis,208.0
Aulacorhynchus derbianus,209.7
Aulacorhynchus haematopygus,194.4
Aulacorhynchus huallagae,268.8
Aulacorhynchus prasinus,170.6
Aulacorhynchus sulcatus,167.0
Aulacorhynchus whitelianus,133.0
Auriparus flaviceps,6.8
Automolus exsertus,40.2
Automolus infuscatus,32.9
Automolus lammi,34.5
Automolus leucophthalmus,34.5
Automolus melanopezus,31.4
Automolus ochrolaemus,40.2
Automolus paraensis,36.0
Automolus rufipileatus,34.8
Automolus subulatus,28.8
Aviceda cuculoides,277.0
Aviceda jerdoni,363.0
Aviceda leuphotes,194.0
Aviceda madagascariensis,277.0
Aviceda subcristata,322.7
Avocettula recurvirostris,4.2
Aythya affinis,819.5
Aythya americana,1075.7
Aythya australis,869.4
Aythya baeri,681.2
Aythya collaris,704.6
Aythya ferina,823.0
Aythya fuligula,701.2
Aythya innotata,685.0
Aythya marila,1005.4
Aythya novaeseelandiae,682.0
Aythya nyroca,574.0
Aythya valisineria,1202.0
Baeolophus atricristatus,17.5
Baeolophus bicolor,21.6
Baeolophus inornatus,15.9
Baeolophus ridgwayi,15.9
Baeolophus wollweberi,10.4
Baeopogon clamans,45.8
Baeopogon indicator,45.8
Balaeniceps rex,5941.0
Balearica pavonina,3590.0
Balearica regulorum,3772.0
Bambusicola fytchii,313.7
Bambusicola sonorivox,264.8
Bambusicola thoracicus,264.8
Bangsia arcaei,37.2
Bangsia aureocincta,41.7
Bangsia edwardsi,37.0
Bangsia flavovirens,25.0
Bangsia melanochlamys,37.2
Bangsia rothschildi,48.5
Barnardius zonarius,133.0
Bartramia longicauda,158.9
Baryphthengus martii,165.0
Baryphthengus ruficapillus,141.7
Basileuterus belli,10.7
Basileuterus culicivorus,10.5
Basileuterus delattrii,10.4
Basileuterus griseiceps,13.0
Basileuterus ignotus,10.9
Basileuterus lachrymosus,25.6
Basileuterus melanogenys,11.8
Basileuterus melanotis,12.0
Basileuterus rufifrons,10.4
Basileuterus tacarcunae,13.2
Basileuterus trifasciatus,9.7
Basileuterus tristriatus,12.0
Basilinna leucotis,3.4
Basilinna xantusii,3.4
Basilornis celebensis,126.0
Basilornis corythaix,126.0
Basilornis galeatus,126.0
Batara cinerea,131.0
Bathilda ruficauda,11.1
Bathmocercus cerviniventris,15.8
Bathmocercus rufus,15.4
Batis capensis,11.7
Batis crypta,12.2
Batis diops,12.7
Batis erlangeri,12.5
Batis fratrum,11.9
Batis ituriensis,10.7
Batis margaritae,11.7
Batis minima,10.0
Batis minor,12.5
Batis minulla,9.9
Batis mixta,12.2
Batis molitor,11.6
Batis occulta,9.0
Batis orientalis,11.1
Batis perkeo,6.9
Batis poensis,9.6
Batis pririt,9.3
Batis senegalensis,9.6
Batis soror,9.5
Batrachostomus affinis,46.3
Batrachostomus auritus,206.0
Batrachostomus chaseni,46.3
Batrachostomus cornutus,46.3
Batrachostomus harterti,206.0
Batrachostomus hodgsoni,51.0
Batrachostomus javensis,46.3
Batrachostomus mixtus,46.3
Batrachostomus moniliger,52.4
Batrachostomus poliolophus,46.3
Batrachostomus septimus,86.8
Batrachostomus stellatus,51.3
Berenicornis comatus,1470.0
Berlepschia rikeri,37.0
Bernieria madagascariensis,25.3
Bias musicus,21.9
Biatas nigropectus,25.5
Biziura lobata,1928.5
Bleda canicapillus,41.3
Bleda eximius,35.7
Bleda notatus,35.7
Bleda syndactylus,46.1
Blythipicus pyrrhotis,132.0
Blythipicus rubiginosus,81.9
Boissonneaua flavescens,8.2
Boissonneaua jardini,9.1
Boissonneaua matthewsii,7.7
Bolbopsittacus lunulatus,67.6
Bolborhynchus ferrugineifrons,64.0
Bolborhynchus lineola,56.2
Bolborhynchus orbygnesius,43.1
Bolemoreus frenatus,34.1
Bolemoreus hindwoodi,22.9
Bombycilla cedrorum,31.6
Bombycilla garrulus,54.4
Bombycilla japonica,42.3
Bonasa umbellus,530.9
Bostrychia bocagei,866.0
Bostrychia carunculata,1500.0
Bostrychia hagedash,1238.0
Bostrychia olivacea,866.0
Bostrychia rara,866.0
Botaurus lentiginosus,706.0
Botaurus pinnatus,812.2
Botaurus poiciloptilus,1083.7
Botaurus stellaris,1319.5
Brachycope anomala,25.3
Brachygalba albogularis,17.4
Brachygalba goeringi,17.0
Brachygalba lugubris,15.9
Brachygalba salmoni,17.2
Brachypodius eutilotus,35.3
Brachypodius fuscoflavescens,25.5
Brachypodius melanocephalos,25.5
Brachypodius melanoleucos,31.0
Brachypodius priocephalus,25.5
Brachypodius urostictus,24.8
Brachypteracias leptosomus,185.0
Brachypteracias squamiger,155.0
Brachypteryx cruralis,17.7
Brachypteryx goodfellowi,17.7
Brachypteryx hyperythra,15.8
Brachypteryx leucophris,15.8
Brachypteryx montana,17.7
Brachypteryx sinensis,17.7
Brachypteryx stellata,23.0
Brachyramphus brevirostris,234.0
Brachyramphus marmoratus,220.0
Brachyramphus perdix,220.0
Bradornis boehmi,19.3
Bradornis comitatus,14.1
Bradornis fuliginosus,17.7
Bradornis mariquensis,25.2
Bradornis microrhynchus,19.5
Bradornis ussheri,17.8
Bradypterus baboecala,12.9
Bradypterus bangwaensis,21.0
Bradypterus barratti,18.8
Bradypterus brunneus,14.2
Bradypterus carpalis,22.4
Bradypterus centralis,12.9
Bradypterus cinnamomeus,17.4
Bradypterus grandis,18.5
Bradypterus graueri,17.0
Bradypterus lopezi,19.2
Bradypterus seebohmi,12.3
Bradypterus sylvaticus,21.0
Branta bernicla,1277.9
Branta canadensis,2811.7
Branta hutchinsii,2811.7
Branta leucopsis,1684.0
Branta ruficollis,1226.5
Branta sandvicensis,2044.1
Brotogeris chiriri,61.6
Brotogeris chrysoptera,54.5
Brotogeris cyanoptera,56.0
Brotogeris jugularis,63.2
Brotogeris pyrrhoptera,63.9
Brotogeris sanctithomae,59.0
Brotogeris tirica,63.0
Brotogeris versicolurus,71.5
Brunhilda charmosyna,7.4
Brunhilda erythronotos,9.2
Bubalornis albirostris,61.9
Bubalornis niger,76.2
Bubo africanus,645.0
Bubo ascalaphus,2100.0
Bubo bengalensis,1100.0
Bubo bubo,2668.5
Bubo capensis,1118.6
Bubo cinerascens,500.0
Bubo coromandus,1392.2
Bubo lacteus,2114.9
Bubo leucostictus,532.5
Bubo milesi,645.0
Bubo nipalensis,1396.4
Bubo philippensis,532.5
Bubo poensis,654.9
Bubo scandiacus,2028.8
Bubo shelleyi,1257.0
Bubo sumatranus,1525.0
Bubo virginianus,1354.5
Bubo vosseleri,770.0
Bubulcus ibis,366.0
Bucanetes githagineus,19.6
Bucanetes mongolicus,21.5
Buccanodon duchaillui,41.8
Bucco capensis,54.0
Bucco macrodactylus,25.0
Bucco noanamae,42.8
Bucco tamatia,35.5
Bucephala albeola,397.5
Bucephala clangula,918.6
Bucephala islandica,921.2
Buceros bicornis,2790.8
Buceros hydrocorax,1409.6
Buceros rhinoceros,2371.6
Buceros vigil,2887.6
Bucorvus abyssinicus,4000.0
Bucorvus leadbeateri,3743.6
Bugeranus carunculatus,8159.0
Bulweria bulwerii,99.0
Bulweria fallax,173.0
Buphagus africanus,58.5
Buphagus erythrorynchus,50.7
Burhinus bistriatus,787.0
Burhinus capensis,423.0
Burhinus grallarius,648.1
Burhinus indicus,307.0
Burhinus oedicnemus,459.0
Burhinus senegalensis,326.0
Burhinus superciliaris,480.0
Burhinus vermiculatus,320.0
Busarellus nigricollis,766.1
Butastur indicus,414.6
Butastur liventer,338.0
Butastur rufipennis,334.9
Butastur teesa,325.0
Buteo albigula,525.0
Buteo albonotatus,745.9
Buteo archeri,1099.2
Buteo augur,1099.2
Buteo auguralis,663.9
Buteo bannermani,759.1
Buteo brachypterus,511.0
Buteo brachyurus,496.0
Buteo buteo,759.1
Buteo galapagoensis,1137.4
Buteo hemilasius,1358.9
Buteo jamaicensis,1101.2
Buteo japonicus,759.1
Buteo lagopus,949.8
Buteo lineatus,603.7
Buteo nitidus,519.0
Buteo oreophilus,700.0
Buteo plagiatus,519.0
Buteo platypterus,453.7
Buteo refectus,759.1
Buteo regalis,1437.2
Buteo ridgwayi,315.0
Buteo rufinus,1166.2
Buteo rufofuscus,1530.0
Buteo socotraensis,759.1
Buteo solitarius,500.9
Buteo swainsoni,946.6
Buteo trizonatus,568.0
Buteo ventralis,1190.5
Buteogallus aequinoctialis,657.6
Buteogallus anthracinus,975.1
Buteogallus coronatus,2950.0
Buteogallus gundlachii,975.1
Buteogallus lacernulatus,312.0
Buteogallus meridionalis,808.0
Buteogallus schistaceus,1000.0
Buteogallus solitarius,3000.0
Buteogallus urubitinga,1152.9
Buthraupis montana,87.1
Butorides striata,201.5
Butorides virescens,201.5
Bycanistes albotibialis,921.0
Bycanistes brevis,1232.8
Bycanistes bucinator,639.4
Bycanistes cylindricus,921.0
Bycanistes fistulator,508.1
Bycanistes subcylindricus,1195.4
Cacatua alba,570.0
Cacatua ducorpsii,394.0
Cacatua galerita,720.4
Cacatua goffiniana,275.0
Cacatua haematuropygia,288.0
Cacatua moluccensis,835.0
Cacatua ophthalmica,492.0
Cacatua pastinator,631.7
Cacatua sanguinea,523.7
Cacatua sulphurea,303.3
Cacatua tenuirostris,566.6
Cacicus cela,85.5
Cacicus chrysonotus,79.5
Cacicus chrysopterus,36.2
Cacicus haemorrhous,83.7
Cacicus koepckeae,48.0
Cacicus latirostris,96.1
Cacicus oseryi,137.7
Cacicus sclateri,49.0
Cacicus solitarius,79.8
Cacicus uropygialis,61.2
Cacomantis aeruginosus,35.8
Cacomantis castaneiventris,33.2
Cacomantis flabelliformis,49.8
Cacomantis leucolophus,107.2
Cacomantis merulinus,25.3
Cacomantis pallidus,87.7
Cacomantis passerinus,25.3
Cacomantis sonneratii,33.8
Cacomantis variolosus,35.8
Cairina moschata,2415.8
Calamanthus campestris,13.9
Calamanthus fuliginosus,20.8
Calamanthus montanellus,14.0
Calamonastes fasciolatus,13.1
Calamonastes simplex,12.0
Calamonastes stierlingi,13.0
Calamonastes undosus,13.0
Calamonastides gracilirostris,10.8
Calamornis heudei,32.0
Calamospiza melanocorys,37.6
Calandrella acutirostris,20.2
Calandrella blanfordi,23.7
Calandrella brachydactyla,21.1
Calandrella cinerea,23.7
Calandrella dukhunensis,21.1
Calandrella eremica,23.7
Calcarius lapponicus,27.8
Calcarius ornatus,20.3
Calcarius pictus,26.7
Calendulauda africanoides,23.4
Calendulauda albescens,30.4
Calendulauda alopex,24.0
Calendulauda barlowi,28.1
Calendulauda burra,37.4
Calendulauda erythrochlamys,28.1
Calendulauda poecilosterna,24.7
Calendulauda sabota,24.7
Calicalicus madagascariensis,16.4
Calicalicus rufocarpalis,16.8
Calidris acuminata,66.1
Calidris alba,51.7
Calidris alpina,51.9
Calidris bairdii,41.0
Calidris canutus,141.9
Calidris falcinellus,37.1
Calidris ferruginea,58.1
Calidris fuscicollis,43.0
Calidris himantopus,57.2
Calidris maritima,65.1
Calidris mauri,27.8
Calidris melanotos,79.7
Calidris minuta,21.1
Calidris minutilla,22.9
Calidris ptilocnemis,81.3
Calidris pugnax,131.7
Calidris pusilla,27.5
Calidris pygmaea,31.7
Calidris ruficollis,26.8
Calidris subminuta,30.2
Calidris subruficollis,62.1
Calidris temminckii,23.0
Calidris tenuirostris,192.0
Calidris virgata,201.0
Caligavis chrysops,17.3
Caligavis obscura,26.4
Caligavis subfrenata,29.7
Callacanthis burtoni,38.1
Callaeas wilsoni,225.4
Calliope calliope,18.5
Calliope obscura,19.6
Calliope pectardens,14.5
Calliope pectoralis,23.3
Calliope tschebaiewi,23.3
Callipepla californica,165.7
Callipepla douglasii,177.1
Callipepla gambelii,166.0
Callipepla squamata,183.9
Calliphlox amethystina,2.8
Callocephalon fimbriatum,256.0
Callonetta leucophrys,362.8
Calochaetes coccineus,46.4
Calocitta colliei,234.0
Calocitta formosa,210.0
Caloenas nicobarica,537.9
Calonectris diomedea,535.0
Calonectris edwardsii,535.0
Calonectris leucomelas,580.0
Caloperdix oculeus,209.0
Caloramphus fuliginosus,42.6
Caloramphus hayii,42.6
Calothorax lucifer,3.3
Calothorax pulcher,2.7
Calypte anna,4.2
Calypte costae,3.1
Calyptocichla serinus,38.7
Calyptomena hosii,92.0
Calyptomena viridis,58.5
Calyptomena whiteheadi,156.1
Calyptophilus frugivorus,32.1
Calyptophilus tertius,49.2
Calyptorhynchus banksii,721.9
Calyptorhynchus baudinii,620.0
Calyptorhynchus funereus,674.7
Calyptorhynchus lathami,437.0
Calyptorhynchus latirostris,612.0
Calyptura cristata,7.8
Camarhynchus heliobates,18.0
Camarhynchus pallidus,23.1
Camarhynchus parvulus,13.2
Camarhynchus pauper,16.0
Camarhynchus psittacula,18.7
Camaroptera brachyura,9.7
Camaroptera chloronota,11.4
Camaroptera harterti,9.7
Camaroptera superciliaris,9.7
Campephaga flava,32.3
Campephaga petiti,31.3
Campephaga phoenicea,27.1
Campephaga quiscalina,34.5
Campephilus gayaquilensis,241.2
Campephilus guatemalensis,242.0
Campephilus haematogaster,237.0
Campephilus imperialis,700.0
Campephilus leucopogon,249.0
Campephilus magellanicus,324.0
Campephilus melanoleucos,256.0
Campephilus pollens,187.9
Campephilus principalis,516.0
Campephilus robustus,200.0
Campephilus rubricollis,210.7
Campethera abingoni,67.5
Campethera bennettii,70.1
Campethera cailliautii,41.1
Campethera caroli,44.2
Campethera maculosa,54.0
Campethera mombassica,59.6
Campethera nivosa,37.8
Campethera notata,62.0
Campethera nubica,59.7
Campethera punctuligera,71.8
Campethera scriptoricauda,59.7
Campethera tullbergi,50.5
Campicoloides bifasciatus,35.0
Campochaera sloetii,41.0
Campocolinus albogularis,276.0
Campocolinus coqui,262.0
Campocolinus schlegelii,236.6
Camptostoma imberbe,7.4
Camptostoma obsoletum,8.1
Campylopterus calcirupicola,8.3
Campylopterus diamantinensis,8.3
Campylopterus duidae,6.1
Campylopterus ensipennis,9.6
Campylopterus falcatus,7.2
Campylopterus hemileucurus,9.7
Campylopterus hyperythrus,6.4
Campylopterus largipennis,8.3
Campylopterus phainopeplus,7.7
Campylopterus villaviscensio,7.4
Campylorhamphus falcularius,42.6
Campylorhamphus procurvoides,33.5
Campylorhamphus pusillus,40.5
Campylorhamphus trochilirostris,40.8
Campylorhynchus albobrunneus,32.9
Campylorhynchus brunneicapillus,38.9
Campylorhynchus chiapensis,50.9
Campylorhynchus fasciatus,30.0
Campylorhynchus griseus,42.4
Campylorhynchus gularis,30.1
Campylorhynchus jocosus,27.6
Campylorhynchus megalopterus,33.1
Campylorhynchus nuchalis,23.2
Campylorhynchus rufinucha,31.0
Campylorhynchus turdinus,32.6
Campylorhynchus yucatanicus,35.5
Campylorhynchus zonatus,34.6
Canachites canadensis,473.7
Canirallus oculeus,277.0
Cantorchilus elutus,19.7
Cantorchilus griseus,19.1
Cantorchilus guarayanus,13.5
Cantorchilus leucopogon,19.1
Cantorchilus leucotis,19.4
Cantorchilus longirostris,21.3
Cantorchilus modestus,17.6
Cantorchilus nigricapillus,23.9
Cantorchilus semibadius,17.0
Cantorchilus superciliaris,22.8
Cantorchilus thoracicus,17.6
Cantorchilus zeledoni,23.5
Capito auratus,57.4
Capito aurovirens,56.2
Capito brunneipectus,57.9
Capito dayi,67.2
Capito hypoleucus,70.9
Capito maculicoronatus,52.8
Capito niger,57.4
Capito quinticolor,60.0
Capito squamatus,59.3
Capito wallacei,69.5
Caprimulgus aegyptius,77.3
Caprimulgus affinis,58.7
Caprimulgus andamanicus,66.2
Caprimulgus asiaticus,42.0
Caprimulgus atripennis,61.0
Caprimulgus batesi,100.0
Caprimulgus binotatus,63.0
Caprimulgus celebensis,57.5
Caprimulgus clarus,42.5
Caprimulgus climacurus,45.8
Caprimulgus concretus,57.5
Caprimulgus donaldsoni,29.0
Caprimulgus europaeus,67.0
Caprimulgus eximius,66.3
Caprimulgus fossii,58.3
Caprimulgus fraenatus,59.7
Caprimulgus indicus,91.6
Caprimulgus inornatus,50.3
Caprimulgus jotaka,91.6
Caprimulgus longipennis,48.0
Caprimulgus macrurus,66.2
Caprimulgus madagascariensis,41.1
Caprimulgus mahrattensis,57.0
Caprimulgus manillensis,70.3
Caprimulgus meesi,66.2
Caprimulgus natalensis,77.7
Caprimulgus nigriscapularis,51.4
Caprimulgus nubicus,49.3
Caprimulgus pectoralis,51.4
Caprimulgus phalaena,91.6
Caprimulgus poliocephalus,41.8
Caprimulgus prigoginei,57.5
Caprimulgus pulchellus,57.5
Caprimulgus ruficollis,68.5
Caprimulgus rufigena,52.0
Caprimulgus ruwenzorii,41.8
Caprimulgus solala,79.0
Caprimulgus stellatus,58.2
Caprimulgus tristigma,79.0
Caprimulgus vexillarius,72.2
Capsiempis flaveola,7.7
Caracara plancus,1078.6
Cardellina canadensis,10.0
Cardellina pusilla,7.0
Cardellina rubra,8.1
Cardellina rubrifrons,8.1
Cardellina versicolor,10.0
Cardinalis cardinalis,42.6
Cardinalis phoeniceus,35.0
Cardinalis sinuatus,35.2
Carduelis carduelis,16.0
Carduelis citrinella,12.0
Carduelis corsicana,12.0
Cariama cristata,1400.0
Caridonax fulgidus,171.8
Carpococcyx radiceus,495.7
Carpococcyx renauldi,400.0
Carpococcyx viridis,495.7
Carpodacus davidianus,19.2
Carpodacus dubius,31.0
Carpodacus edwardsii,26.5
Carpodacus erythrinus,24.0
Carpodacus formosanus,22.1
Carpodacus grandis,33.4
Carpodacus pulcherrimus,19.2
Carpodacus puniceus,46.6
Carpodacus rhodochlamys,33.4
Carpodacus roborowskii,33.4
Carpodacus rodochroa,17.8
Carpodacus rodopeplus,23.0
Carpodacus roseus,28.6
Carpodacus rubicilla,43.2
Carpodacus rubicilloides,42.0
Carpodacus sibiricus,17.4
Carpodacus sillemi,28.9
Carpodacus sipahi,39.5
Carpodacus stoliczkae,20.8
Carpodacus subhimachalus,46.1
Carpodacus synoicus,20.8
Carpodacus thura,31.0
Carpodacus trifasciatus,31.0
Carpodacus verreauxii,23.0
Carpodacus vinaceus,22.1
Carpodacus waltoni,27.0
Carpodectes antoniae,98.0
Carpodectes hopkei,102.0
Carpodectes nitidus,101.6
Carpornis cucullata,74.2
Carpornis melanocephala,64.2
Carpospiza brachydactyla,22.3
Carterornis castus,14.0
Carterornis chrysomela,15.6
Carterornis leucotis,11.4
Carterornis pileatus,14.0
Caryothraustes canadensis,34.5
Caryothraustes poliogaster,41.8
Casiornis fuscus,19.5
Casiornis rufus,24.8
Cassiculus melanicterus,81.3
Castanozoster thoracicus,11.9
Casuarius bennetti,35000.0
Casuarius casuarius,44000.0
Casuarius unappendiculatus,46073.9
Catamblyrhynchus diadema,14.1
Catamenia analis,12.0
Catamenia homochroa,12.2
Catamenia inornata,13.4
Cataponera turdoides,89.7
Catharopeza bishopi,15.1
Cathartes aura,1518.2
Cathartes burrovianus,935.0
Cathartes melambrotus,1373.0
Catharus aurantiirostris,29.8
Catharus bicknelli,27.8
Catharus dryas,37.7
Catharus frantzii,28.9
Catharus fuscater,33.7
Catharus fuscescens,31.9
Catharus gracilirostris,21.0
Catharus guttatus,30.1
Catharus maculatus,37.7
Catharus mexicanus,33.0
Catharus minimus,31.6
Catharus occidentalis,26.2
Catharus ustulatus,30.3
Catherpes mexicanus,12.0
Catreus wallichii,1436.9
Catriscus brevirostris,15.7
Cecropis abyssinica,13.5
Cecropis badia,22.2
Cecropis cucullata,27.1
Cecropis daurica,22.2
Cecropis hyperythra,22.2
Cecropis semirufa,30.1
Cecropis senegalensis,45.4
Cecropis striolata,22.2
Celebesia abbotti,68.0
Celebesia parvula,68.0
Celeus castaneus,85.6
Celeus elegans,135.0
